ID,VideoID,Title,YouTuber,Link,Duration,Train / Val,Mini / Full Set,Nation or Area (Inferred by GPT),"State, Province, or City (Inferred by GPT and refined by human)",Discarded Length at the Begininning (second),Discarded Length at the Ending (second)
928,RpCcS7vyECs,4K DRIVE USA [Raleigh] North Carolina NC GoPro Hero 9 driving,4K DRIVE,https://www.youtube.com/watch?v=RpCcS7vyECs,51:14,Train,Full,United States of America,North Carolina,90,60
929,RsyzzuTiIc8,Drive of Glenwood Ave Neighborhoods in Raleigh North Carolina Driving Sounds for Sleep and Study,Relaxing Walks,https://www.youtube.com/watch?v=RsyzzuTiIc8,32:21,Train,Full,United States of America,North Carolina,90,30
930,RvqlixxfRk0,Driving Downtown - Austin City 4K - Texas USA,J Utah,https://www.youtube.com/watch?v=RvqlixxfRk0,10:20,Train,Full,United States of America,Texas,90,30
931,Rw7y53dUNUQ,Mallorca | 4K Mountain Drive,The Driving Channel,https://www.youtube.com/watch?v=Rw7y53dUNUQ,30:25,Train,Full,Spain,Mallorca,90,60
932,S-KdqA_6DII,Driving Downtown - Hollywood Sign 4K - USA,J Utah,https://www.youtube.com/watch?v=S-KdqA_6DII,28:22,Train,Full,United States of America,California,90,30
933,S1YLwabPTUI,4Kdrive東京 225km 2022年6月,guruguru,https://www.youtube.com/watch?v=S1YLwabPTUI,50:48,Train,Full,Japan,Tokyo,90,30
934,S49ln7dkEmg,4K Night Drive in Downtown Chicago - Light Snowfall - USA - 2022,USA Thrill,https://www.youtube.com/watch?v=S49ln7dkEmg,47:03,Train,Full,United States of America,Illinois,90,30
935,S9j33fgl3R4,[4K] Los Angeles Beverly Grove West Hollywood Fairfax District Melrose Ave Santa Monica Blvd,omw,https://www.youtube.com/watch?v=S9j33fgl3R4,57:14,Train,Full,United States of America,California,90,30
936,SBBbH0ArYnI,4K DRIVE GARZON Maldonado Uruguay 4k video GoPro Hero 9 vlog,4K DRIVE,https://www.youtube.com/watch?v=SBBbH0ArYnI,14:15,Train,Full,Uruguay,Maldonado,90,60
937,SBGLZ-82VTc,Greensboro NC - 4K HDR - Relaxing Ride Driving Downtown,The Traveler : Relaxing Videos,https://www.youtube.com/watch?v=SBGLZ-82VTc,31:46,Train,Full,United States of America,North Carolina,90,30
938,SGWgFlsMHtE,【4K】東京ドライブTOKYO DRIVE268km2023年2月,guruguru,https://www.youtube.com/watch?v=SGWgFlsMHtE,49:49,Train,Full,Japan,Tokyo,90,30
939,SJ0JYuI5vdY,4K DRIVE Buenos Aires Av de los INCAS Argentina 4k video BA,4K DRIVE,https://www.youtube.com/watch?v=SJ0JYuI5vdY,10:40,Train,Full,Argentina,Buenos Aires,90,60
940,SOUK0BJlMZ4,Driving from Harlem to Time Square,NYC Taxi Driver,https://www.youtube.com/watch?v=SOUK0BJlMZ4,50:53,Train,Full,United States of America,New York,90,60
941,SRIfb8tdKAQ,探索江南浙派民居，杭州山地乡村 Explore the most beautiful countryside in Hangzhou -4K,Zhejiang Street Scenes,https://www.youtube.com/watch?v=SRIfb8tdKAQ,1:17:25,Train,Full,China,Zhejiang,90,60
942,SRVNzYd4wYo,Driving in Switzerland Lauterbrunnen to Grindlewald Switzerlands Most Scenic Drive [4K HDR].,Planet Drive,https://www.youtube.com/watch?v=SRVNzYd4wYo,27:06,Train,Full,Switzerland,"Lauterbrunnen, Grindelwald",90,30
943,STsobedEI5c,4K DRIVE Pan de AZUCAR to Minas URUGUAY 4K video UY TRAVEL,4K DRIVE,https://www.youtube.com/watch?v=STsobedEI5c,42:46,Train,Full,Uruguay,Minas,90,60
944,SW0c4ZydPs4,Driving Downtown 4K - New Orleans Main Street - USA,J Utah,https://www.youtube.com/watch?v=SW0c4ZydPs4,10:07,Train,Full,United States of America,Louisiana,90,30
945,SZOvKKh9Lfg,[4K] Sunset Drive on Pacific Coast Highway Dana Point to Balboa Island: A California Dream Come True,Earth Explorer,https://www.youtube.com/watch?v=SZOvKKh9Lfg,49:13,Train,Full,United States of America,California,90,60
946,S_zGGrFKERU,[4K] Driving at Downtown Austin - Capital of Texas USA,Wind Walk Travel Videos ?,https://www.youtube.com/watch?v=S_zGGrFKERU,29:06,Train,Full,United States of America,Texas,90,30
947,Sd3uPM_HoQ4,4K DRIVE Buenos Aires vlog ARGENTINA 4k video GoPro Hero 9,4K DRIVE,https://www.youtube.com/watch?v=Sd3uPM_HoQ4,20:48,Train,Full,Argentina,Buenos Aires,90,60
948,SeXcCz_mTcg,Grand Teton National Park 4K - Scenic Drive - Wyoming USA,J Utah,https://www.youtube.com/watch?v=SeXcCz_mTcg,1:17:02,Train,Full,United States of America,Wyoming,90,30
949,ShyD8PES35E,New York City 4K - Hudson Yards - Driving Downtown - USA,J Utah,https://www.youtube.com/watch?v=ShyD8PES35E,22:27,Train,Full,United States of America,New York,90,30
950,Slf3WJ8gnuw,Bristol 4K - England Sunday - Driving Downtown,J Utah,https://www.youtube.com/watch?v=Slf3WJ8gnuw,24:34,Train,Full,United Kingdom,Bristol,90,30
951,Slj8wJljOlM,Driving Downtown Guangzhou The Modern City with Fantastic Look China Driving Tour 2023,Walk East,https://www.youtube.com/watch?v=Slj8wJljOlM,3:37:08,Train,Full,China,Guangdong,180,30
952,Sn_z1uHmGJ8,Driving Beverly Hills 4K HDR - Los Angeles USA.,J Utah,https://www.youtube.com/watch?v=Sn_z1uHmGJ8,42:27,Train,Full,United States of America,California,90,30
953,SoDOzqO9hm8,"Christiansburg to Roanoke via Salem, Virginia in 4K: US 11, 460, I-81 & I-581 scenic drive",takemytripdotcom,https://www.youtube.com/watch?v=SoDOzqO9hm8,48:35,Train,Full,United States of America,Virginia,90,60
954,SoHdUuCgCG8,4K DRIVE Montevideo Uruguay UY Travel 4K video GoPro Hero 9,4K DRIVE,https://www.youtube.com/watch?v=SoHdUuCgCG8,19:13,Train,Full,Uruguay,Montevideo,90,60
955,SrpkgfMzeeY,4K DRIVE USA Fort Myers to Miami FLORIDA GoPro Hero 9,4K DRIVE,https://www.youtube.com/watch?v=SrpkgfMzeeY,1:04:16,Train,Full,United States of America,Florida,90,60
956,SsEzEkxDWRg,"Driving in Worthington, Ohio 4K Street Tour - Downtown & Old Worthington - N High Street",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=SsEzEkxDWRg,7:06,Train,Full,United States of America,Ohio,90,60
957,Sse0C8pDcYE,"Winston Salem to Greensboro, North Carolina on Interstate 40, 4K Drive",takemytripdotcom,https://www.youtube.com/watch?v=Sse0C8pDcYE,41:07,Train,Full,United States of America,North Carolina,90,60
958,SuGOd1qRCxI,Seoul 4K - Driving Downtown - Morning Drive.,J Utah,https://www.youtube.com/watch?v=SuGOd1qRCxI,29:20,Train,Full,Republic of Korea,Seoul,90,30
959,Sx9i1ZD81l0,Victor to Canon City on Phantom Canyon Road - Scenic Dirt Road Drive in 4K from TakeMyTrip,takemytripdotcom,https://www.youtube.com/watch?v=Sx9i1ZD81l0,1:17:55,Train,Full,United States of America,Colorado,90,60
960,SzhQ20cRrNU,Driving Downtown Zhongshan A Lovely Small City Guangdong China 广东 中山市,Walk East,https://www.youtube.com/watch?v=SzhQ20cRrNU,58:51,Train,Full,China,Guangdong,180,30
961,T--6_XFNsxo,"A drive through Glenwood Canyon on I-70: Rifle, Glenwood Springs, Avon, 4K drive in the fall",takemytripdotcom,https://www.youtube.com/watch?v=T--6_XFNsxo,1:22:55,Train,Full,United States of America,Colorado,90,60
962,T2AMtaXlfmw,4K DRIVE Buenos Aires Travel ARGENTINA 4K video GoPro Hero 9,4K DRIVE,https://www.youtube.com/watch?v=T2AMtaXlfmw,34:15,Train,Full,Argentina,Buenos Aires,90,60
963,T2R5tNDp7vU,Driving Downtown - Bronx Avenue 4K - New York City USA,J Utah,https://www.youtube.com/watch?v=T2R5tNDp7vU,15:10,Train,Full,United States of America,New York,90,30
964,T4GxDR2Xtx0,"Yampa to Steamboat Springs on Colorado 131 & US 40, a 4K drive in the fall",takemytripdotcom,https://www.youtube.com/watch?v=T4GxDR2Xtx0,41:21,Train,Full,United States of America,Colorado,90,60
965,T5VBKEir4hc,Driving from JFK Airport to Manhattan,NYC Taxi Driver,https://www.youtube.com/watch?v=T5VBKEir4hc,1:32:40,Train,Full,United States of America,New York,90,60
966,T5bdmkwYmp0,4Kdrive東京 985km 2022年6月,guruguru,https://www.youtube.com/watch?v=T5bdmkwYmp0,3:23:46,Train,Full,Japan,Tokyo,90,30
967,T6hQWiV55UI,"Driving entire Beverly Drive - North to South end | Los Angeles, California USA [4K UHD 60fps]",Road Therapy,https://www.youtube.com/watch?v=T6hQWiV55UI,18:58,Train,Full,United States of America,California,90,60
968,TADtb4tTv4s,Driving San Diego at Night in 8K HDR Dolby Vision - Pacific Beach to Downtown San Diego,Relaxing Scenes - Driving,https://www.youtube.com/watch?v=TADtb4tTv4s,1:38:04,Train,Full,United States of America,California,90,60
969,TAixbSbnZ70,4K DRIVE Airport Laguna del Sauce - PUNTA NEGRA Uruguay vlog,4K DRIVE,https://www.youtube.com/watch?v=TAixbSbnZ70,24:16,Train,Full,Uruguay,Punta Negra,90,60
970,TC64wRJt3JA,Vienna 4K - Austria Capital - Driving Downtown,J Utah,https://www.youtube.com/watch?v=TC64wRJt3JA,49:10,Train,Full,Austria,Vienna,90,30
971,TDFwIRfJta8,"A loop around Sebastian, Wabasso, Vero Beach, Florida on I-95 & US 1 - Scenic Drive in 4K",takemytripdotcom,https://www.youtube.com/watch?v=TDFwIRfJta8,55:36,Train,Full,United States of America,Florida,90,60
972,TDWjujb2Tjo,Brussels 4K - Driving Downtown - Europes Washington DC,J Utah,https://www.youtube.com/watch?v=TDWjujb2Tjo,1:02:07,Train,Full,Belgium,Brussels,90,30
973,TE2tfavIo3E,Dubai 4K - Driving Downtown - Skyscraper Sunset,J Utah,https://www.youtube.com/watch?v=TE2tfavIo3E,1:18:15,Train,Full,United Arab Emirates,Dubai,90,30
974,TEnY6EfvOkY,"Beautiful evening desert drive! Navajo Bridge, Marble Canyon to Page, Arizona US 89 & US 89A in 4K",takemytripdotcom,https://www.youtube.com/watch?v=TEnY6EfvOkY,41:47,Train,Full,United States of America,Arizona,90,60
975,TFzCuwg01Bo,Driving Indianapolis 4K HDR - Downtown to Indianapolis Motor Speedway - USA,J Utah,https://www.youtube.com/watch?v=TFzCuwg01Bo,34:19,Train,Full,United States of America,Indiana,90,60
976,TJHG3nqU7qo,"A fall drive through Clear Creek Canyon, Colorado: Black Hawk to Golden, in 4K, Colorado 119 & US6",takemytripdotcom,https://www.youtube.com/watch?v=TJHG3nqU7qo,38:47,Train,Full,United States of America,Colorado,90,60
977,TLXyr3QVZKM,Driving Downtown Changsha And Exploring A Lake Area Hunan China 湖南长沙,Walk East,https://www.youtube.com/watch?v=TLXyr3QVZKM,31:00,Train,Full,China,Hunan,180,30
978,TNmAO5IbUPg,"Lansing, Michigan 4K Street Tour - Driving Downtown Lansing - E. Michigan Ave",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=TNmAO5IbUPg,15:41,Train,Full,United States of America,Michigan,90,60
979,TPKN_FZ4sqw,_Driving-Driving Entire Los Angeles Coastline 8K HDR Dolby Vision - San Clemente to Malibu (Los Santos).,Relaxing Scenes - Driving,https://www.youtube.com/watch?v=TPKN_FZ4sqw,4:58:22,Train,Full,United States of America,California,90,30
980,TZLCksSpw2c,[4K] Driving Fort Worth to Dallas in Texas USA via I-30 Highway Eastbound,Wind Walk Travel Videos ?,https://www.youtube.com/watch?v=TZLCksSpw2c,54:36,Train,Full,United States of America,Texas,90,30
981,TfA9KM4k_Pk,Driving in Red Deer Canada 4K (2021 Summer),Sunday Driver,https://www.youtube.com/watch?v=TfA9KM4k_Pk,16:59,Train,Full,Canada,Alberta,90,30
982,TgavkeWrV7U,"Charlotte, North Carolina to Columbia, South Carolina on Interstate 77, 4K Drive",takemytripdotcom,https://www.youtube.com/watch?v=TgavkeWrV7U,1:19:22,Train,Full,United States of America,North Carolina,90,60
984,TiqGymg5zXc,[4K] Bel Air - Bel Air Rd Nimes Rd East Gate Real Estate Los Angeles Mansions ASMR,omw,https://www.youtube.com/watch?v=TiqGymg5zXc,11:26,Train,Full,United States of America,California,90,30
985,TjoyJ97rQwk,Driving Downtown - Hartford 4K - Connecticut USA,J Utah,https://www.youtube.com/watch?v=TjoyJ97rQwk,9:22,Train,Full,United States of America,Connecticut,90,30
986,TkBFCkG31cw,Driving In Downtown Yiyang City Hunan Province China 益阳,Walk East,https://www.youtube.com/watch?v=TkBFCkG31cw,46:36,Train,Full,China,Hunan,180,30
987,TlTiaZwgqd0,Wheels Around The World Angeles Crest Highway: Cajon Junction to Downtown Los Angeles (4K),Wheels Around The World,https://www.youtube.com/watch?v=TlTiaZwgqd0,2:04:01,Train,Full,United States of America,California,90,60
988,ToO4pWLh1Cc,巴东县驾车之旅-中国最立体的县城之一-4K HDR,中国街景 Chinese Street View,https://www.youtube.com/watch?v=ToO4pWLh1Cc,60:03,Train,Full,China,Hubei,90,60
989,TrcG1V1tlLM,在中国著名的太行山驾车-河南林州大峡谷景区-4K HDR,中国街景 Chinese Street View,https://www.youtube.com/watch?v=TrcG1V1tlLM,46:58,Train,Full,China,Henan,90,60
990,TtiSCRJT3s0,A drive through Charlotte's CLT Airport,takemytripdotcom,https://www.youtube.com/watch?v=TtiSCRJT3s0,12:33,Train,Full,United States of America,North Carolina,90,60
991,TuD-VdGe40o,"Backroads through Southern Georgia: US 84 & 301, Hinesville, Ludowici, Jesup, Folkston in 4K",takemytripdotcom,https://www.youtube.com/watch?v=TuD-VdGe40o,1:28:30,Train,Full,United States of America,Georgia,90,60
992,TuoJwSgO0Wg,"Driving in Gurnee & Waukegan, Illinois 4K - Tri-State Tollway I-94, Gurnee, and Downtown Waukegan",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=TuoJwSgO0Wg,23:53,Train,Full,United States of America,Illinois,90,60
993,TyyPCaC6riE,Driving Interstate 80 across Nevada: Battle Mountain to Elko on I-80 in 4K HD,takemytripdotcom,https://www.youtube.com/watch?v=TyyPCaC6riE,1:05:52,Train,Full,United States of America,Nevada,90,60
994,TzzL1MEAFCs,Montana's Loneliest Road: MT 200 Westbound from Sidney to Lewistown: 4k Timelapse Drive,takemytripdotcom,https://www.youtube.com/watch?v=TzzL1MEAFCs,41:28,Train,Full,United States of America,Montana,90,60
995,U0PFlXz4F_4,[4K] LOS ANGELES🇺🇸 Night Driving - LAX to Hollywood | Los Angeles | California | USA,MC75,https://www.youtube.com/watch?v=U0PFlXz4F_4,34:25,Train,Full,United States of America,California,90,60
996,U3Zxe80ysd4,Driving Downtown - Pittsburgh 4K HDR - Night Drive,J Utah,https://www.youtube.com/watch?v=U3Zxe80ysd4,1:01:31,Train,Full,United States of America,Pennsylvania,90,60
997,U41-fswE8Zo,A drive Through Istanbul in 4k- 2019 Istanbul Guide,Gezeyenti,https://www.youtube.com/watch?v=U41-fswE8Zo,60:01,Train,Full,Turkey,Istanbul,90,30
998,U9HPmyjD5xc,"Winston-Salem, North Carolina 4K Street Tour - Downtown Winston-Salem",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=U9HPmyjD5xc,19:10,Train,Full,United States of America,North Carolina,90,60
999,UCSy4dl_9pQ,Driving Downtown 4K - New Orleans French Quarter - USA,J Utah,https://www.youtube.com/watch?v=UCSy4dl_9pQ,9:14,Train,Full,United States of America,Louisiana,90,30
1000,UDBssfvV95E,"A drive up Colorado Highway 131: Wolcott, Tonopas, Yampa, during fall colors in 4K",takemytripdotcom,https://www.youtube.com/watch?v=UDBssfvV95E,1:04:32,Train,Full,United States of America,Colorado,90,60
1001,UExWa_UjF6M,Los Angeles 4K - California Driving Tour - Palos Verdes to Santa Monica,World Driving Tours,https://www.youtube.com/watch?v=UExWa_UjF6M,1:21:33,Train,Full,United States of America,California,90,30
1002,UFnLGJyyL4g,Driving Downtown Changde 4K Hunan China 湖南 常德,Walk East,https://www.youtube.com/watch?v=UFnLGJyyL4g,27:06,Train,Full,China,Hunan,180,30
1003,UKbm8i2E3ko,4K DRIVE Buenos Aires vlog ARGENTINA 4k video GORRITI Street,4K DRIVE,https://www.youtube.com/watch?v=UKbm8i2E3ko,12:01,Train,Full,Argentina,Buenos Aires,90,60
1004,ULcuZ3Q02SI,Hong Kong 4K - Morning Skyline Views - Driving Downtown,J Utah,https://www.youtube.com/watch?v=ULcuZ3Q02SI,32:33,Train,Full,China,Hong Kong,90,30
1005,UM2p6U8nVes,A Car and Cobbled Streets Driving in Prague [4K HDR].,Planet Drive,https://www.youtube.com/watch?v=UM2p6U8nVes,46:53,Train,Full,Czech Republic,Prague,90,30
1006,UNrF0SUVrWU,4Kdrive東京 202km 2022年9月,guruguru,https://www.youtube.com/watch?v=UNrF0SUVrWU,57:41,Train,Full,Japan,Tokyo,90,30
1007,UPrPATfWJ2g,New York City 4K - Night Drive,J Utah,https://www.youtube.com/watch?v=UPrPATfWJ2g,54:40,Train,Full,United States of America,New York,90,30
1008,UTd1JLFrkYI,"Utah Route 24 - Capitol Reef National Park to Hanksville, Interstate 70, 4K Drive",takemytripdotcom,https://www.youtube.com/watch?v=UTd1JLFrkYI,1:24:22,Train,Full,United States of America,Utah,90,60
1009,UUH9IFix2oM,山西省永和县黄河1号旅游公路驾车之旅-4K HDR,中国街景 Chinese Street View,https://www.youtube.com/watch?v=UUH9IFix2oM,1:19:01,Train,Full,China,Shanxi,90,60
1010,UUodc6Z21vI,[4K] Scenic Drive Playa Del Rey-Manhattan-Hermosa-Redondo Beach-Palos Verdes South Bay California,Wind Walk Travel Videos ?,https://www.youtube.com/watch?v=UUodc6Z21vI,51:29,Train,Full,United States of America,California,90,30
1011,UYn5ijgKyzQ,"Driving Around Powell, Ohio 4K Street Tour - Downtown & Surrounding Area",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=UYn5ijgKyzQ,20:04,Train,Full,United States of America,Ohio,90,60
1012,U_Y0ECyHYNc,New York Driving Experience #12 | Sunny in New York City,NYC Taxi Driver,https://www.youtube.com/watch?v=U_Y0ECyHYNc,4:20:48,Train,Full,United States of America,New York,90,60
1013,U_Z2pOR58RU,Relaxing Drive Through North Carolina Suburbs | Driving Sounds for Sleep and Study,Relaxing Walks,https://www.youtube.com/watch?v=U_Z2pOR58RU,46:17,Train,Full,United States of America,North Carolina,90,60
1014,UfmZPPZCXU0,[4K] West Hollywood Beverly Grove Sunset Blvd Melrose Ave Drive ASMR,omw,https://www.youtube.com/watch?v=UfmZPPZCXU0,1:32:55,Train,Full,United States of America,California,90,30
1015,UgCbFzcIKVU,New York City 4K - 1830s Manhattan Tunnel - Driving Downtown USA,J Utah,https://www.youtube.com/watch?v=UgCbFzcIKVU,16:20,Train,Full,United States of America,New York,90,30
1016,UgNJ3CuSkGA,St Petersburg Downtown driving tour Florida,City Driving Tour,https://www.youtube.com/watch?v=UgNJ3CuSkGA,32:54,Train,Full,United States of America,Florida,90,30
1017,Ugtel2Ec-WU,"[4K] LOS ANGELES🇺🇸 Night Drive - Driving Downtown, Getting to LAX from ""The Roosevelt Hotel""",MC75,https://www.youtube.com/watch?v=Ugtel2Ec-WU,42:59,Train,Full,United States of America,California,90,60
1018,Ui5OXrs1XxY,"Greenville, South Carolina 4K Street Tour - Morning Drive to and through Downtown Greenville",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=Ui5OXrs1XxY,20:53,Train,Full,United States of America,South Carolina,90,60
1019,UissuQ-SDNU,"Stunningly Scenic Utah Route 95: Blanding, UT to Hite, Colorado River, Hanksville 4k Drive",takemytripdotcom,https://www.youtube.com/watch?v=UissuQ-SDNU,2:16:38,Train,Full,United States of America,Utah,90,60
1020,Ujd1ZYDKxsE,Hollywood 4K - Driving Downtown - Los Angeles USA,J Utah,https://www.youtube.com/watch?v=Ujd1ZYDKxsE,34:36,Train,Full,United States of America,California,90,30
1021,UjvW58ZEEsA,[4K] Los Angeles 3rd Street Entire Length Westbound DTLA Arts District to Beverly Hills,omw,https://www.youtube.com/watch?v=UjvW58ZEEsA,50:49,Train,Full,United States of America,California,90,30
1022,Ujyu8foke60,London 4K - Night Drive - UK,J Utah,https://www.youtube.com/watch?v=Ujyu8foke60,1:19:04,Train,Full,United Kingdom,London,90,30
1023,Ulcb3AjxM5g,Driving Downtown - New Orleans 4K - USA,J Utah,https://www.youtube.com/watch?v=Ulcb3AjxM5g,57:04,Train,Full,United States of America,Louisiana,90,30
1024,Um1UK7pHMNI,[4K] LOS ANGELES🇺🇸 Sunset Drive - Driving Laurel Canyon from Studio City to West Hollywood,MC75,https://www.youtube.com/watch?v=Um1UK7pHMNI,31:42,Train,Full,United States of America,California,90,60
1025,UolpTRlEGfU,4K DRIVE Punta del ESTE Uruguay 4k video Roosevelt Avenue UY,4K DRIVE,https://www.youtube.com/watch?v=UolpTRlEGfU,10:14,Train,Full,Uruguay,Punta del Este,90,60
1026,Up_hd5OwytE,Beverly Hills 4K - Driving Downtown - USA,J Utah,https://www.youtube.com/watch?v=Up_hd5OwytE,41:17,Train,Full,United States of America,California,90,30
1027,UqE12MBcJvI,_Driving-Driving Malibu 8K HDR at Sunset PCH 60fps ASMR.,Relaxing Scenes - Driving,https://www.youtube.com/watch?v=UqE12MBcJvI,57:01,Train,Full,United States of America,California,90,30
1028,UuANIIYdd-s,Yosemite National Park 4K - Scenic Drive - Yosemite Valley,J Utah,https://www.youtube.com/watch?v=UuANIIYdd-s,24:54,Train,Full,United States of America,California,90,30
1029,UuoFKHk_vDo,Leaving Phoenix on the Beeline Highway - from Mesa northbound on Arizona 87 scenic drive in 4K,takemytripdotcom,https://www.youtube.com/watch?v=UuoFKHk_vDo,49:45,Train,Full,United States of America,Arizona,90,60
1030,Uw2d52XQ1L8,Driving Downtown - San Francisco 4K - USA,J Utah,https://www.youtube.com/watch?v=Uw2d52XQ1L8,1:03:12,Train,Full,United States of America,California,90,30
1031,UxVHOuiMqUw,[4K] Night Drive Adventure in Downtown LA - Los Angeles,Earth Explorer,https://www.youtube.com/watch?v=UxVHOuiMqUw,37:33,Train,Full,United States of America,California,90,60
1032,V0VCsP_sFoM,探寻富春江畔古村落-凤川镇｜Exploring Hangzhou Ancient Village - Fengchuan Town -4K,Zhejiang Street Scenes,https://www.youtube.com/watch?v=V0VCsP_sFoM,37:56,Train,Full,China,Zhejiang,90,60
1033,V1G5zN6iIZE,4K DRIVE Buenos Aires ARGENTINA 4K video Santa Fe Avenue BA,4K DRIVE,https://www.youtube.com/watch?v=V1G5zN6iIZE,14:33,Train,Full,Argentina,Buenos Aires,90,60
1034,V6FFfskIdMI,St Louis Mo - 4K HDR - Relaxing ride Driving Downtown After Dark,The Traveler : Relaxing Videos,https://www.youtube.com/watch?v=V6FFfskIdMI,32:39,Train,Full,United States of America,Missouri,90,30
1035,V6tgumeU284,Dublin 4K - Night Drive - Ireland,J Utah,https://www.youtube.com/watch?v=V6tgumeU284,45:05,Train,Full,Ireland,Dublin,90,30
1036,V8nBZbbJePs,Hong Kong 4K - Skyscraper Sunset - Driving Downtown,J Utah,https://www.youtube.com/watch?v=V8nBZbbJePs,34:10,Train,Mini,China,Hong Kong,90,30
1037,V8rEQhn3dSg,【4K】東京ドライブTOKYO DRIVE182km2023年2月,guruguru,https://www.youtube.com/watch?v=V8rEQhn3dSg,42:30,Train,Full,Japan,Tokyo,90,30
1038,VA9q5nG8OcM,California Coast 4K - Sunset Drive - Big Sur,J Utah,https://www.youtube.com/watch?v=VA9q5nG8OcM,32:30,Train,Full,United States of America,California,90,30
1039,VE-7LZ1Ys5A,_Driving-LAX to Downtown Los Angeles Driving at Night [8K HDR] 60fps ASMR.,Relaxing Scenes - Driving,https://www.youtube.com/watch?v=VE-7LZ1Ys5A,33:57,Train,Full,United States of America,California,90,30
1040,VFR-FY5Gvx8,4K Driving in Gatlinburg Tennessee - The Great Smoky Mountains - An awesome mountain town - 2021,USA Thrill,https://www.youtube.com/watch?v=VFR-FY5Gvx8,42:13,Train,Full,United States of America,Tennessee,90,30
1041,VKouHxAtC5E,Austin 4K - Downtown Skyscraper Drive - USA,J Utah,https://www.youtube.com/watch?v=VKouHxAtC5E,58:31,Train,Full,United States of America,Texas,90,30
1042,VMEsuZRIYs0,Santiago 4K - Driving Downtown - Chile,J Utah,https://www.youtube.com/watch?v=VMEsuZRIYs0,47:31,Train,Full,Chile,Santiago,90,30
1043,VP6OCMG6eEw,Chengdu Downtown Driving The City Focused On The Future Sichuan China,Walk East,https://www.youtube.com/watch?v=VP6OCMG6eEw,2:06:23,Train,Full,China,Sichuan,180,30
1044,VQWB060dT58,Driving Downtown - Key West 4K - Florida USA,J Utah,https://www.youtube.com/watch?v=VQWB060dT58,32:16,Train,Full,United States of America,Florida,90,30
1045,VTMOrwQx99M,New Orleans 4K - Worlds Longest Bridge - Lake Pontchartrain Causeway,J Utah,https://www.youtube.com/watch?v=VTMOrwQx99M,25:10,Train,Full,United States of America,Louisiana,90,30
1046,VTpUeoG0RXk,"[Full Version] LOS ANGELES - Driving Downtown Grand Ave, Hill Street, Broadway, Wilshire, California",THE TABLE,https://www.youtube.com/watch?v=VTpUeoG0RXk,1:32:38,Train,Full,United States of America,California,90,60
1047,VUy1bR9p_VI,4K Driving in Jersey City - The Historic Downtown - New Jersey - USA - 2022,USA Thrill,https://www.youtube.com/watch?v=VUy1bR9p_VI,25:10,Train,Full,United States of America,New Jersey,90,30
1048,VWM02zJLYvY,Monaco 4K - Night Drive - Europes Billionaire Resort City,J Utah,https://www.youtube.com/watch?v=VWM02zJLYvY,32:37,Train,Full,Monaco,Monaco,90,30
1049,VYfCsz0rXyM,4K DRIVE Punta del ESTE [Port] Uruguay 4k video GoPro Hero 9,4K DRIVE,https://www.youtube.com/watch?v=VYfCsz0rXyM,17:06,Train,Full,Uruguay,Punta del Este,90,60
1050,VZKenTZJ6Xw,Pittsburgh 4K Street Tour - Cathedral of Learning at the University of Pitt - USA,Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=VZKenTZJ6Xw,17:12,Train,Full,United States of America,Pennsylvania,90,60
1051,VaNMsvwc9CA,徽州“天路”-中国东部最偏僻的一条乡村道路-4K HDR,中国街景 Chinese Street View,https://www.youtube.com/watch?v=VaNMsvwc9CA,5:04:45,Train,Full,China,Anhui,90,60
1052,VaSFsM3s5bI,Barcelona 4K - Driving Downtown - Sunset Drive - Spain,J Utah,https://www.youtube.com/watch?v=VaSFsM3s5bI,1:06:46,Train,Full,Spain,Barcelona,90,30
1053,VazxblhAI2I,Driving Downtown - Miamis Skyscrapers 4K - USA,J Utah,https://www.youtube.com/watch?v=VazxblhAI2I,10:07,Train,Full,United States of America,Florida,90,30
1054,VbIpCh6_y2w,New York Driving Experience 6 ? Another day in New York City,NYC Taxi Driver,https://www.youtube.com/watch?v=VbIpCh6_y2w,4:21:30,Train,Full,United States of America,New York,90,60
1055,VbU1uw_J0mQ,Austin downtown driving tour sunset drive Austin TX Capital of Texas,City Driving Tour,https://www.youtube.com/watch?v=VbU1uw_J0mQ,1:01:32,Train,Full,United States of America,Texas,90,30
1056,VbrZrLMOi_c,"The Scenic Drive from Jacksonville to Ocala, Florida: SR 13, 16, 19, US 17 & 301 through Palatka 4K",takemytripdotcom,https://www.youtube.com/watch?v=VbrZrLMOi_c,1:44:21,Train,Full,United States of America,Florida,90,60
1057,Ve4DvQNnDDQ,Driving Downtown - Amsterdam 4K - The Netherlands,J Utah,https://www.youtube.com/watch?v=Ve4DvQNnDDQ,57:10,Train,Full,Netherlands,Amsterdam,90,30
